공정단계,공정명,배치번호,웨이퍼위치,검사순번,결함유형,불량여부,가로길이,세로길이,검출면적,직경크기,신호강도,신호극성,에너지값,기준편차,명도수준,잡음정도,중심거리,방향각도,정렬정도,점형지수,영역잡음,상대강도,활성지수,패치신호,wafer_x,wafer_y
KB425000,CBCMP,A1VXY.JJ,19,334,21,REAL,0.198,0.149,0.0025,0.198,176,-1,728,192,894,201,134610,214,0.9881,6.7054,47.6404,320,1.0,136,-111596.74764163417,-75272.95673619721
KB425000,CBCMP,A1VXY.JJ,19,337,21,REAL,0.099,0.149,0.0016,0.149,202,-1,1285,144,808,122,115048,282,1.0,8.4378,24.045,202,1.0,113,23919.824205201585,-112533.92516922286
KB425000,CBCMP,A1VXY.JJ,19,338,56,REAL,0.149,0.198,0.0047,0.198,232,-1,1378,162,762,129,135419,264,1.0,7.7283,27.3113,212,1.0,137,-14155.13996724235,-134677.1605488762
KB425000,CBCMP,A1VXY.JJ,19,638,21,REAL,0.248,0.198,0.0036,0.248,417,-1,2425,320,860,148,6654,175,1.0,10.6635,37.0061,395,1.0,335,-6628.679521102475,579.9343122429176
KB425000,CBCMP,A1VXY.JJ,19,640,21,REAL,0.248,0.198,0.0039,0.248,446,-1,2559,374,870,127,6586,175,1.0,10.6923,40.2242,431,1.0,376,-6560.938281632236,574.0077217360769
KB425000,CBCMP,A1VXY.JJ,19,644,21,REAL,0.149,0.149,0.0037,0.149,252,-1,1370,186,869,141,31827,38,1.0,6.9088,37.4228,258,1.0,102,25080.018255041137,19594.657775189728
KB425000,CBCMP,A1VXY.JJ,19,657,21,REAL,0.149,0.149,0.0021,0.149,244,-1,1351,184,847,120,79685,149,1.0,9.2333,25.56,237,1.0,171,-68303.37635644781,41040.808999207686
KB425000,CBCMP,A1VXY.JJ,19,868,99,REAL,0.049,0.049,0.0001,0.049,50,-1,0,27,725,40,88788,76,1.0,16.7982,2.9573,50,0.0176,17,21479.761266503294,86150.61694459317
KB425000,CBCMP,A1VXY.JJ,19,870,21,REAL,0.149,0.049,0.0011,0.149,188,1,1039,121,894,122,134682,66,1.0,7.1076,24.4737,173,1.0,27,54780.10456273492,123038.12932622078
KB425000,CBCMP,A1VXY.JJ,20,2,99,REAL,0.049,0.049,0.0008,0.049,209,-1,823,124,778,124,15039,314,1.0,6.8475,27.0213,186,0.2813,43,10446.96723333286,-10818.151257292973
KB425000,CBCMP,A1VXY.JJ,20,3,21,REAL,0.049,0.049,0.0003,0.049,68,1,361,21,1074,87,47439,343,1.0,5.6426,11.1911,64,0.7188,1,45366.14131813043,-13869.821300341928
KB425000,CBCMP,A1VXY.JJ,20,4,21,REAL,0.149,0.049,0.0018,0.149,355,-1,1162,198,2118,165,67218,346,0.9042,7.7128,38.4476,297,1.0,173,65221.33812881993,-16261.505978418474
KB425000,CBCMP,A1VXY.JJ,20,5,39,REAL,0.646,0.497,0.0219,0.646,554,1,3381,460,971,127,124100,345,1.0,4.3718,110.2642,483,1.0,395,119871.39504247338,-32119.443497222815
KB425000,CBCMP,A1VXY.JJ,20,6,99,REAL,0.049,0.049,0.0002,0.049,228,-1,37,169,770,122,63243,209,0.9382,11.5748,21.2305,245,0.6504,206,-55313.57413861681,-30660.81481323909
KB425000,CBCMP,A1VXY.JJ,20,7,39,REAL,0.298,0.198,0.0046,0.298,461,1,2853,395,957,119,78729,205,1.0,9.8343,45.841,451,1.0,358,-71352.70576560842,-33272.31312858351
KB425000,CBCMP,A1VXY.JJ,20,8,39,REAL,0.596,0.497,0.0268,0.596,584,1,3556,493,972,158,132038,344,1.0,4.1353,128.5036,532,1.0,430,126923.07180830375,-36394.605187364905
KB425000,CBCMP,A1VXY.JJ,20,9,39,REAL,0.546,0.298,0.0133,0.546,547,1,3067,498,1073,89,63341,309,1.0,10.5114,50.5782,532,1.0,512,39861.78288948776,-49225.202344645986
KB425000,CBCMP,A1VXY.JJ,20,10,39,REAL,0.248,0.248,0.0048,0.248,349,1,1947,271,973,131,58375,243,1.0,8.2162,38.9522,321,1.0,228,-26501.695422296052,-52012.50584949597
KB425000,CBCMP,A1VXY.JJ,20,11,99,REAL,0.198,1.292,0.0319,1.292,643,1,1097,275,2194,367,143669,337,0.5059,3.0155,177.2202,535,0.9688,182,132248.01179065864,-56135.95049892549
KB425000,CBCMP,A1VXY.JJ,20,13,99,REAL,0.347,0.347,0.0385,0.347,1499,1,4388,1382,2185,131,99424,325,0.9967,9.2755,153.0721,1420,0.4375,1253,81443.3728513887,-57027.26360776644
KB425000,CBCMP,A1VXY.JJ,20,14,99,REAL,0.497,0.298,0.0217,0.497,1413,1,3103,1376,2533,89,111632,329,1.0,8.0338,165.2658,1328,0.6563,1234,95687.30011197818,-57494.7303783592
KB425000,CBCMP,A1VXY.JJ,20,16,99,REAL,0.049,0.099,0.001,0.099,191,-1,985,127,904,141,70049,303,1.0,7.6644,23.3748,183,0.4688,94,38151.419763767604,-58748.034614009026
KB425000,CBCMP,A1VXY.JJ,20,17,99,REAL,0.049,0.099,0.0008,0.099,170,-1,990,130,984,102,70178,303,1.0,7.2022,23.6841,170,0.3438,2,38221.67819928454,-58856.223117273985
KB425000,CBCMP,A1VXY.JJ,20,18,21,REAL,0.248,0.198,0.0092,0.248,834,1,2137,605,2228,208,143976,203,0.924,6.3136,118.9442,751,0.25,502,-132530.60678066855,-56255.90495537165
KB425000,CBCMP,A1VXY.JJ,20,19,39,REAL,0.546,0.745,0.04,0.745,1835,1,10072,1835,2515,100,115844,323,0.9818,6.3042,278.3871,1756,0.4375,1725,92517.13202591859,-69716.65954202588
KB425000,CBCMP,A1VXY.JJ,20,22,21,REAL,0.049,0.149,0.0012,0.149,190,1,1087,141,1149,100,71569,278,0.9675,8.1122,23.2311,189,1.0,89,9960.479662610926,-70872.49541176546
KB425000,CBCMP,A1VXY.JJ,20,23,39,REAL,0.347,0.248,0.0058,0.347,485,1,2690,423,1153,88,104175,223,0.9671,9.3017,49.4342,460,0.3223,360,-76188.77186617709,-71047.17915951076
KB425000,CBCMP,A1VXY.JJ,20,25,99,REAL,0.149,1.143,0.0308,1.143,439,1,930,271,2077,332,142668,210,0.4519,3.1191,208.985,652,0.8125,275,-123554.11230711828,-71334.00000000001
KB425000,CBCMP,A1VXY.JJ,20,26,99,REAL,0.049,0.099,0.0008,0.099,214,-1,844,122,1002,134,97097,291,0.9755,8.0583,25.3766,204,0.75,129,34796.452797000034,-90647.85867159879
KB425000,CBCMP,A1VXY.JJ,20,27,99,REAL,0.049,0.049,0.0008,0.049,194,-1,444,125,791,140,107308,239,0.9897,7.295,25.5657,187,0.25,65,-55267.70574244812,-91980.90870374224
KB425000,CBCMP,A1VXY.JJ,20,28,39,REAL,0.646,0.447,0.0215,0.646,712,1,4384,659,1085,233,114180,282,1.0,5.0358,137.2951,692,0.7813,606,23739.356857571773,-111684.89305178593
KB425000,CBCMP,A1VXY.JJ,20,29,39,REAL,0.248,0.248,0.0064,0.248,509,1,1932,450,2798,132,117383,260,0.9944,8.7819,59.3366,522,1.0,416,-20383.344039077285,-115599.688471832
KB425000,CBCMP,A1VXY.JJ,20,33,21,REAL,0.447,0.198,0.0098,0.447,293,-1,1068,222,952,139,4392,260,0.9999,6.7359,42.1399,284,1.0,198,-762.662796313158,-4325.275651229617
KB425000,CBCMP,A1VXY.JJ,20,35,21,REAL,0.099,0.149,0.0012,0.149,186,-1,1076,149,713,104,67274,179,1.0,9.7726,19.6921,192,1.0,138,-67263.75384395107,1174.0931906618061
KB425000,CBCMP,A1VXY.JJ,20,36,39,REAL,1.043,0.795,0.049,1.043,923,1,5160,809,1125,153,137879,0,1.0,3.7207,213.1533,794,1.0,814,137879.0,0.0
KB425000,CBCMP,A1VXY.JJ,20,37,21,REAL,0.099,0.099,0.0017,0.099,290,1,763,192,1506,227,46451,176,0.9241,7.4245,40.0558,297,1.0,188,-46337.847698619094,3240.2579618883747
KB425000,CBCMP,A1VXY.JJ,20,39,21,REAL,0.397,0.298,0.0055,0.397,116,1,659,49,1159,108,40537,4,1.0,4.7775,22.1409,106,1.0,46,40438.253905382495,2827.7181761656075
KB425000,CBCMP,A1VXY.JJ,20,41,99,REAL,0.049,0.049,0.0006,0.049,170,-1,773,122,756,121,54584,176,1.0,7.2578,24.2812,176,0.25,36,-54451.03611938225,3807.5873628493478
KB425000,CBCMP,A1VXY.JJ,20,42,99,REAL,0.099,0.099,0.0007,0.099,202,-1,708,156,1069,91,24585,170,0.9996,17.4681,11.4633,201,0.5625,170,-24211.498607805133,4269.1404479414805
KB425000,CBCMP,A1VXY.JJ,20,51,21,REAL,0.248,0.347,0.0107,0.347,706,1,3096,607,2070,148,72149,14,0.9601,7.5837,89.1143,676,1.0,546,70005.86635508687,17454.422845620426
KB425000,CBCMP,A1VXY.JJ,20,55,39,REAL,0.546,0.397,0.0132,0.546,580,1,3580,521,1011,133,88795,164,1.0,6.4215,86.9291,559,1.0,469,-85355.23229084302,24475.219009770444
KB425000,CBCMP,A1VXY.JJ,20,63,39,REAL,0.347,0.298,0.0123,0.347,605,1,3684,391,973,265,43497,103,1.0,4.8632,110.9687,540,1.0,35,-9784.696010795098,42382.17470796338
KB425000,CBCMP,A1VXY.JJ,20,65,99,REAL,0.497,1.043,0.0733,1.043,1415,1,6371,1356,2557,127,45098,82,1.0,3.9928,316.3794,1264,1.0,1226,6276.428507097033,44659.10936410734
KB425000,CBCMP,A1VXY.JJ,20,66,99,REAL,0.546,0.695,0.0362,0.695,1620,1,8477,1561,2567,127,45098,82,0.9783,6.4627,232.7164,1504,1.0,1122,6276.428507097033,44659.10936410734
KB425000,CBCMP,A1VXY.JJ,20,69,99,REAL,0.049,0.099,0.001,0.099,181,-1,1093,130,797,104,60096,90,1.0,6.637,26.6537,177,0.25,10,3.6798187020779666e-12,60096.0
KB425000,CBCMP,A1VXY.JJ,20,76,99,REAL,0.149,0.149,0.0023,0.149,329,1,1750,289,2066,101,70208,73,0.8721,8.8736,38.5271,342,1.0,248,20526.832645173905,67140.24430665279
KB425000,CBCMP,A1VXY.JJ,20,82,21,REAL,0.049,0.099,0.0035,0.099,711,-1,3944,188,953,591,139812,141,1.0,3.0653,183.2895,562,0.7656,-48,-108654.33116322201,87986.54251345986
KB425000,CBCMP,A1VXY.JJ,20,86,39,REAL,0.347,0.248,0.006,0.347,592,1,3189,551,1000,106,93780,70,0.9761,10.2072,57.3386,586,1.0,488,32074.649041081222,88124.37397730249
KB425000,CBCMP,A1VXY.JJ,20,87,39,REAL,0.397,0.298,0.0101,0.397,452,1,2578,353,887,171,106215,70,1.0,9.3516,47.4179,444,1.0,353,36327.66952333591,99809.45171677525
KB425000,CBCMP,A1VXY.JJ,20,88,39,REAL,0.845,0.546,0.037,0.845,757,1,4673,644,977,159,130227,50,1.0,4.0331,168.6282,681,1.0,621,83708.30204664897,99759.66969405515
KB425000,CBCMP,A1VXY.JJ,20,94,39,REAL,0.546,0.397,0.015,0.546,690,1,4282,593,987,124,133319,107,1.0,6.0049,103.3158,621,1.0,539,-38978.70330193053,127493.59376023593
KB425000,CBCMP,A1VXY.JJ,20,95,21,REAL,0.049,0.049,0.0008,0.049,181,-1,969,101,821,122,55856,351,1.0,8.8758,19.1444,170,1.0,74,55168.31995228201,-8737.803479287148
KB425000,CBCMP,A1VXY.JJ,20,96,21,REAL,0.099,0.099,0.0013,0.099,232,-1,1347,130,789,151,37131,346,0.975,8.9454,22.2464,200,1.0,101,36028.050612354025,-8982.801905511267
KB425000,CBCMP,A1VXY.JJ,20,98,21,REAL,0.149,0.099,0.0013,0.149,207,-1,1286,122,807,128,36838,341,1.0,9.6923,21.2216,205,1.0,152,34831.013287927635,-11993.279673892739
KB425000,CBCMP,A1VXY.JJ,20,100,21,REAL,0.149,0.099,0.0007,0.149,90,-1,517,43,630,86,42639,342,1.0,6.0309,14.1115,86,0.9063,24,40552.09879830905,-13176.175623153395
KB425000,CBCMP,A1VXY.JJ,20,107,21,REAL,0.099,0.049,0.001,0.099,176,1,1097,112,863,117,120764,334,0.9999,9.2701,19.7291,183,1.0,100,108541.96420727258,-52939.45317083619
KB425000,CBCMP,A1VXY.JJ,20,108,21,REAL,0.149,0.298,0.0034,0.298,222,-1,1171,156,811,117,87960,324,1.0,6.8017,30.1858,206,1.0,131,71161.13482522038,-51701.590791645955
KB425000,CBCMP,A1VXY.JJ,20,117,21,REAL,0.646,0.546,0.0287,0.646,789,-1,4813,693,786,168,88394,236,1.0,5.3815,135.472,730,1.0,482,-49429.297509393175,-73281.94718843036
KB425000,CBCMP,A1VXY.JJ,20,121,21,REAL,0.198,0.149,0.0026,0.198,209,-1,836,116,805,178,131920,312,1.0,5.4069,30.6565,166,1.0,54,88271.70959086053,-98035.6653769779
KB425000,CBCMP,A1VXY.JJ,20,123,39,REAL,0.049,0.099,0.0009,0.099,193,1,1030,125,782,124,115439,263,0.978,10.006,19.1514,192,1.0,132,-14068.475133346785,-114578.53519932258
KB425000,CBCMP,A1VXY.JJ,20,124,39,REAL,0.099,0.149,0.0005,0.149,163,1,883,168,812,144,140430,236,1.0,9.7106,25.2891,245,1.0,188,-78527.45943439694,-116421.74631390453
KB425000,CBCMP,A1VXY.JJ,20,126,21,REAL,0.149,0.248,0.0027,0.248,258,-1,1531,188,887,122,138148,265,1.0,7.5411,33.2474,251,1.0,121,-12040.391549103491,-137622.30515197845
KB425000,CBCMP,A1VXY.JJ,20,128,21,REAL,0.149,0.149,0.0018,0.149,239,-1,1420,145,867,461,17642,345,1.0,6.3038,46.2549,291,1.0,161,17040.86342739174,-4566.08559369867
KB425000,CBCMP,A1VXY.JJ,20,130,39,REAL,0.099,0.049,0.0009,0.099,192,1,1008,114,857,125,4779,295,0.9482,10.1052,18.5669,188,1.0,119,2019.6926728588035,-4331.244914248149
KB425000,CBCMP,A1VXY.JJ,20,131,21,REAL,0.149,0.099,0.0013,0.149,198,-1,1199,147,903,126,30566,358,0.9995,9.109,23.7835,216,1.0,149,30547.38001866568,-1066.7380162086401
KB425000,CBCMP,A1VXY.JJ,20,133,21,REAL,0.795,0.298,0.0098,0.795,384,-1,2015,309,721,127,33468,359,0.9132,6.365,54.1997,345,1.0,264,33462.9026614941,-584.0971386430062
KB425000,CBCMP,A1VXY.JJ,20,136,21,REAL,0.149,0.099,0.0014,0.149,196,-1,1154,113,854,122,38392,2,1.0,8.6189,21.8317,189,1.0,133,38368.61263091712,1339.8614774024172
KB425000,CBCMP,A1VXY.JJ,20,137,21,REAL,0.447,0.347,0.0115,0.447,308,-1,1858,252,799,126,48732,2,1.0,6.8119,44.4791,303,1.0,234,48702.31378229457,1700.7222733062772
KB425000,CBCMP,A1VXY.JJ,20,179,99,REAL,0.198,0.546,0.0138,0.546,672,1,2638,656,2723,288,144914,8,0.7019,2.5232,254.6839,643,0.251,108,143503.70691361593,20168.130752526922
KB425000,CBCMP,A1VXY.JJ,20,231,21,REAL,0.198,0.149,0.0144,0.198,1003,-1,6283,106,785,1423,114017,115,1.0,2.3312,236.6142,552,1.0,92,-48185.66634888932,103334.49495455773
KB425000,CBCMP,A1VXY.JJ,20,234,99,REAL,0.198,0.099,0.0029,0.198,290,-1,1892,113,710,271,142422,105,1.0,5.5059,43.2181,238,0.9063,56,-36861.52604159123,137569.08803174167
KB425000,CBCMP,A1VXY.JJ,20,235,99,REAL,0.149,0.049,0.0021,0.149,333,-1,562,106,907,188,145307,76,1.0,3.7975,66.6003,253,0.6348,93,35152.94488390091,140990.76109798622
KB425000,CBCMP,F01TN.F2,10,1,99,REAL,0.099,0.099,0.0016,0.099,227,-1,894,125,883,206,32772,195,0.9718,6.8877,36.02,249,0.875,109,-31655.321179145347,-8482.017746099811
KB425000,CBCMP,F01TN.F2,10,2,99,REAL,0.248,0.497,0.0136,0.497,850,1,3398,793,2234,118,124240,186,0.9775,8.2686,97.5918,807,1.0,704,-123559.40028055427,-12986.61627637327
KB425000,CBCMP,F01TN.F2,10,4,99,REAL,0.248,0.497,0.0369,0.497,1276,1,2923,1212,1719,135,105439,343,0.9963,8.4112,146.1959,1230,0.4375,1012,100831.81716398649,-30827.380174260685
KB425000,CBCMP,F01TN.F2,10,5,99,REAL,0.049,0.049,0.0001,0.049,35,1,56,13,969,36,77015,336,0.9024,2.3946,13.4035,33,0.0293,-8,70356.70342034491,-31324.822566482748
KB425000,CBCMP,F01TN.F2,10,6,21,REAL,0.049,0.049,0.0002,0.049,74,1,341,35,1124,82,42668,310,1.0,6.5845,11.2104,74,1.0,46,27426.461730105257,-32685.58429900056
KB425000,CBCMP,F01TN.F2,10,10,99,REAL,0.049,0.099,0.0009,0.099,215,-1,321,127,1050,125,87356,324,1.0,7.7374,26.7426,207,0.2988,67,70672.4885606179,-51346.5684992613
KB425000,CBCMP,F01TN.F2,10,11,99,REAL,0.149,0.149,0.002,0.149,222,-1,946,153,598,124,51525,258,0.9872,7.2009,36.9765,267,0.4688,137,-10712.649869385074,-50399.05512780933
KB425000,CBCMP,F01TN.F2,10,15,99,REAL,0.099,0.149,0.0025,0.149,364,1,2029,272,1822,119,81269,288,0.9973,8.4127,42.0876,355,1.0,242,25113.502115857587,-77291.41202279084
KB425000,CBCMP,F01TN.F2,10,16,99,REAL,0.049,0.099,0.0007,0.099,160,-1,603,123,862,106,94430,275,1.0,7.6162,21.8713,166,0.4531,76,8230.116787661334,-94070.66534080353
KB425000,CBCMP,F01TN.F2,10,39,39,REAL,0.248,0.198,0.0043,0.248,587,1,3221,520,1014,116,120631,281,1.0,11.8951,48.2204,574,1.0,467,23017.479921268012,-118414.66876647514
KB425000,CBCMP,F01TN.F2,10,42,99,REAL,0.149,0.447,0.0054,0.447,327,1,1585,331,1630,152,142469,269,0.7411,5.903,59.4689,351,1.0,257,-2486.4268927133426,-142447.3012812359
KB425000,CBCMP,F01TN.F2,10,43,99,REAL,0.099,0.149,0.0045,0.149,379,1,1116,229,1666,179,33635,352,0.9551,8.4719,40.8642,347,1.0,220,33307.66649212271,-4681.087250791816
KB425000,CBCMP,F01TN.F2,10,47,21,REAL,0.099,0.149,0.0039,0.149,426,-1,2781,164,978,445,101698,170,1.0,1.9807,166.9554,331,0.9736,-537,-100152.97886583552,17659.672372371475
KB425000,CBCMP,F01TN.F2,10,48,39,REAL,0.198,0.198,0.0049,0.198,621,1,3686,554,1054,138,32623,46,1.0,11.154,54.0978,604,1.0,519,22661.84001948387,23467.02230644782
KB425000,CBCMP,F01TN.F2,10,53,56,REAL,0.248,0.298,0.0055,0.298,349,-1,2341,290,640,51,70869,139,1.0,6.2457,62.466,391,0.8682,136,-53485.51324080763,46494.24732552826
KB425000,CBCMP,F01TN.F2,10,58,39,REAL,0.646,0.546,0.0267,0.646,781,1,4731,694,968,133,61179,131,1.0,4.6964,148.6483,699,1.0,643,-40137.035334610235,46172.37740844898
KB425000,CBCMP,F01TN.F2,10,60,56,REAL,0.298,0.497,0.0073,0.497,235,1,1688,190,1019,121,100645,39,1.0,4.7838,52.5111,251,1.0,166,78215.85529083683,63337.950757210885
KB425000,CBCMP,F01TN.F2,10,61,39,REAL,0.347,0.347,0.012,0.347,698,1,2900,599,946,164,114857,34,0.974,6.9019,98.4428,680,0.6563,576,95220.76847095443,64227.219313939575
KB425000,CBCMP,F01TN.F2,10,62,56,REAL,0.198,0.298,0.0043,0.298,294,1,1627,208,970,140,137575,151,1.0,7.3326,34.6186,254,1.0,146,-120325.80620970236,66697.68350538984
KB425000,CBCMP,F01TN.F2,10,64,21,REAL,0.397,0.347,0.0115,0.397,410,-1,2337,275,955,191,97624,61,1.0,4.8484,75.4344,366,1.0,168,47329.054366928416,85383.87428977637
KB425000,CBCMP,F01TN.F2,10,66,56,REAL,0.546,0.347,0.0166,0.546,340,-1,2027,165,820,218,131329,184,1.0,4.6709,63.6394,298,1.0,129,-131009.08915657245,-9161.047940342229
KB425000,CBCMP,F01TN.F2,10,72,21,REAL,0.099,0.049,0.0014,0.099,302,-1,1702,141,864,342,103034,199,1.0,7.4036,46.9826,347,1.0,201,-97420.5609183,-33544.58922633869
KB425000,CBCMP,F01TN.F2,10,74,56,REAL,0.149,0.198,0.0024,0.198,256,-1,1469,158,864,173,35391,279,1.0,7.2867,35.9098,261,1.0,118,5536.372152238804,-34955.27806200252
KB425000,CBCMP,F01TN.F2,10,77,21,REAL,0.149,0.248,0.006,0.248,360,-1,1986,126,783,257,106336,340,1.0,4.1321,72.1857,299,1.0,104,99923.15452389036,-36369.0539606783
KB425000,CBCMP,F01TN.F2,10,81,21,REAL,0.198,0.198,0.0049,0.198,337,1,2059,144,801,222,142211,329,1.0,5.7714,37.8949,219,1.0,66,121898.61900014807,-73244.07967103376
KB425000,CBCMP,F01TN.F2,10,86,21,REAL,0.099,0.149,0.0094,0.149,514,-1,2921,148,855,414,96771,230,1.0,4.0648,80.7297,329,1.0,59,-62203.199776976115,-74130.8868050666
KB425000,CBCMP,F01TN.F2,10,88,21,REAL,0.248,0.248,0.0042,0.248,315,-1,1876,239,842,123,99140,276,1.0,7.8061,39.0097,305,1.0,221,10362.951848355116,-98596.90070681063
KB425000,CBCMP,F01TN.F2,10,197,21,REAL,0.149,0.149,0.0021,0.149,226,-1,1194,130,833,136,137570,302,1.0,8.0038,26.4127,212,1.0,127,72900.99318056197,-116665.97658823953
KB425000,CBCMP,F01TN.F2,10,198,21,REAL,0.198,0.248,0.0049,0.248,470,-1,2586,400,783,136,137586,302,1.0,9.4439,48.7274,461,1.0,406,72909.4718887897,-116679.54535777804
KB425000,CBCMP,F01TN.F2,10,218,21,REAL,0.248,0.298,0.0032,0.298,226,-1,1275,146,866,135,33131,186,0.9954,6.7248,31.2578,211,0.8975,117,-32949.50491544626,-3463.132516520628
KB425000,CBCMP,F01TN.F2,10,219,21,REAL,0.049,0.099,0.001,0.099,176,-1,1096,113,860,124,53453,181,0.9825,7.7229,22.5779,175,1.0,57,-53444.858849194585,-932.8834812921223
KB425000,CBCMP,F01TN.F2,10,224,21,REAL,0.149,0.099,0.0009,0.149,253,-1,1265,205,908,261,144668,8,1.0,7.2665,43.9541,319,1.0,181,143260.1009687055,20133.894169690746
KB425000,CBCMP,F01TN.F2,10,233,21,REAL,0.149,0.149,0.0021,0.149,228,-1,1380,155,814,141,58720,83,1.0,8.6045,27.4707,237,1.0,136,7156.167844750261,58282.31002437843
KB425000,CBCMP,F01TN.F2,10,236,21,REAL,0.099,0.198,0.0019,0.198,245,-1,1460,171,838,130,127708,40,1.0,7.7899,29.6988,231,1.0,97,97830.00374183845,82089.12005784856
KB425000,CBCMP,F01TN.F2,10,241,21,REAL,0.149,0.198,0.0028,0.198,302,-1,1760,187,835,371,135049,87,1.0,3.3408,102.4985,342,0.9658,5,7067.91855465334,134863.92003907045
KB425000,CBCMP,F01TN.F2,10,242,21,REAL,0.149,0.149,0.0021,0.149,297,-1,1733,196,836,371,135050,87,1.0,3.485,99.2669,345,1.0,9,7067.970890609583,134864.91866860518
KB425000,CBCMP,F01TN.F2,10,243,21,REAL,0.298,0.248,0.0051,0.298,340,-1,2131,280,800,127,136987,83,1.0,7.553,43.4602,329,1.0,268,16694.51574504094,135965.91967488977
KB425000,CBCMP,F01TP.JC,11,1,21,REAL,0.099,0.099,0.0027,0.099,293,1,742,211,1281,270,50811,350,0.9708,8.6301,40.8402,353,1.0,213,50039.0667383033,-8823.2375554344
KB425000,CBCMP,F01TP.JC,11,2,21,REAL,0.099,0.099,0.002,0.099,353,1,775,256,1705,241,72980,203,0.9915,6.5266,57.6212,376,1.0,249,-67178.4442049591,-28515.557757147184
KB425000,CBCMP,F01TP.JC,11,3,39,REAL,0.397,0.347,0.0179,0.397,1462,1,6016,1372,3591,109,69119,307,0.9938,9.362,148.7514,1393,0.1875,1279,41596.8525852464,-55200.88781895885
KB425000,CBCMP,F01TP.JC,11,4,21,REAL,1.491,2.087,0.1482,2.087,1066,-1,6261,242,930,1067,141673,210,1.0,2.0542,336.1244,691,1.0,133,-122692.41703035276,-70836.50000000001
KB425000,CBCMP,F01TP.JC,11,15,99,REAL,0.099,0.099,0.0074,0.099,581,1,1369,261,2040,240,145911,9,0.9928,3.871,86.2073,334,0.0879,8,144114.59346457713,22825.509228485127
KB425000,CBCMP,F01TP.JC,11,16,21,REAL,0.099,0.099,0.0019,0.099,320,1,1202,196,1319,213,43820,101,0.976,8.3982,36.4764,307,1.0,211,-8361.250177400194,43014.903178676635
KB425000,CBCMP,F01TP.JC,11,18,21,REAL,0.099,0.099,0.0018,0.099,308,1,930,222,1606,160,46580,107,0.9506,7.9232,41.0629,325,1.0,170,-13618.674005985073,44544.67553275819
KB425000,CBCMP,F01TP.JC,11,19,21,REAL,0.099,0.099,0.0025,0.099,330,1,1135,190,1234,235,85351,31,0.9847,7.5265,43.2337,326,1.0,168,73160.086282226,43959.01473164803
KB425000,CBCMP,F01TP.JC,11,20,21,REAL,0.099,0.099,0.0019,0.099,325,1,1173,211,1539,204,45073,93,1.0,6.4787,50.5077,327,1.0,91,-2358.938555738208,45011.229019992905
KB425000,CBCMP,F01TP.JC,11,23,99,REAL,0.049,0.049,0.0009,0.049,224,-1,385,122,688,248,98364,140,1.0,7.2755,29.19,213,0.5313,96,-75351.19560295514,63227.16043920677
KB425000,CBCMP,F01TP.JC,11,24,21,REAL,0.149,0.049,0.0017,0.149,140,-1,879,117,1269,95,67616,75,0.9933,5.5788,30.0466,167,0.2568,-16,17500.30855365204,65312.040670361646
KB425000,CBCMP,F01TP.JC,11,26,21,REAL,0.248,0.347,0.0024,0.347,177,-1,816,96,976,106,91176,116,0.9943,7.7668,21.0053,164,1.0,123,-39968.92767964093,81948.44596537284
KB425000,CBCMP,F01TP.JC,11,608,99,REAL,0.397,0.248,0.0079,0.397,197,1,1134,434,1484,424,109207,104,0.7033,6.5466,94.8898,622,0.7686,115,-26419.56445275292,105963.08537942274
KB425000,CBCMP,F01TP.JC,11,1013,21,REAL,0.049,0.099,0.0015,0.099,294,1,650,199,1306,142,106495,94,0.9829,7.653,34.7934,267,1.0,147,-7428.715671380627,106235.58353241997
KB425000,CBCMP,F01TP.JC,11,4184,21,REAL,0.049,0.049,0.0008,0.049,191,1,1130,108,709,146,110443,102,0.9944,8.192,22.3596,185,0.9824,44,-22962.390868985796,108029.5554678437
KB425000,CBCMP,F01TP.JC,11,4186,99,REAL,1.043,0.695,0.2253,1.043,241,1,276,162,885,120,109744,99,1.0,2.7746,636.2101,1766,0.8438,1320,-17167.74393137509,108392.8692502728
KB425000,CBCMP,F01TP.JC,11,4194,99,REAL,26.891,1.143,5.6655,26.891,232,1,129,106,471,256,115304,109,1.0,1.9771,893.118,1766,0.0,1533,-37539.31048152799,109022.07384090363
KB425000,CBCMP,F01TP.JC,11,6886,56,REAL,0.298,0.347,0.0073,0.347,371,-1,2257,307,898,191,144583,104,0.9972,6.5831,58.7253,387,1.0,304,-34977.79343148677,140288.2669921624
KB425000,CBCMP,F01TP.JC,11,6904,56,REAL,0.646,0.795,0.0292,0.795,519,-1,3249,446,1074,184,145382,103,1.0,4.0341,114.0429,461,1.0,380,-32703.834182619787,141655.86875860707
KB425000,CBCMP,F01TP.JC,11,6914,56,REAL,0.248,0.248,0.0041,0.248,303,-1,1809,240,926,201,145560,104,1.0,6.5684,45.7104,301,1.0,188,-35214.151123487645,141236.24591673404
KB425000,CBCMP,F01TP.JC,11,6924,99,REAL,2.037,0.248,0.215,2.037,659,-1,4395,259,766,520,144949,182,1.0,2.2169,259.8536,786,1.0,0,-144860.7009855909,-5058.647147530803
KB425000,CBCMP,F01TP.JC,11,6925,21,REAL,0.149,0.099,0.0014,0.149,174,-1,1026,121,794,121,109780,188,0.9257,9.6019,19.9636,192,1.0,128,-108711.62858644959,-15278.423023395993
